CODICE_CATASTALE;COMUNE;NUMERO;DATA_REGOLAMENTO;DATA_PUBBLICAZIONE;PR;REGIONE;FILE_REGOLAMENTO;FILE_DELIBERA;NOTE
G436;PENNA SAN GIOVANNI;8;20/04/2023;06/10/2023;MC;Marche;175890_CIMUNIC-10mc23g436d.pdf;175890_CIMUNIC-10mc23g436dAM.pdf;""
L501;URBISAGLIA;3;27/04/2020;12/10/2023;MC;Marche;176346_CIMUNIC-10mc23l501d.pdf;176346_CIMUNIC-10mc23l501dAM.pdf;""
D807;FRONTINO;16;30/05/2023;06/06/2023;PU;Marche;171683_CIMUNIC-10pu23d807d.pdf;171683_CIMUNIC-10pu23d807dAM.pdf;""
D836;GABICCE MARE;11;20/04/2023;12/10/2023;PU;Marche;176294_CIMUNIC-10pu23d836d.pdf;176294_CIMUNIC-10pu23d836dAM.pdf;""
E743;LUNANO;19;29/05/2023;04/07/2023;PU;Marche;171960_CIMUNIC-10pu23e743d.pdf;171960_CIMUNIC-10pu23e743dAM.pdf;""
E785;MACERATA FELTRIA;3;21/04/2023;08/05/2023;PU;Marche;169801_CIMUNIC-10pu23e785d.pdf;169801_CIMUNIC-10pu23e785dAM.pdf;""
F524;MONTE GRIMANO TERME;10;25/02/2023;11/10/2023;PU;Marche;176096_CIMUNIC-10pu23f524d.pdf;176096_CIMUNIC-10pu23f524dAM.pdf;""
G551;PIANDIMELETO;5;03/04/2023;26/04/2023;PU;Marche;169415_CIMUNIC-10pu23g551d.pdf;169415_CIMUNIC-10pu23g551dAM.pdf;""
M413;SASSOCORVARO AUDITORE;11;18/05/2023;30/06/2023;PU;Marche;172810_CIMUNIC-10pu23m413d.pdf;172810_CIMUNIC-10pu23m413dAM.pdf;""
L500;URBINO;46;19/07/2023;30/08/2023;PU;Marche;;174296_CIMUNIC-10pu23l500dAM.pdf;""
C243;CASTELNUOVO SCRIVIA;3;05/04/2023;27/04/2023;AL;Piemonte;169547_CIMUNIC-12al23c243d.pdf;169547_CIMUNIC-12al23c243dAM.pdf;""
G858;PONTESTURA;16;15/05/2023;03/07/2023;AL;Piemonte;172882_CIMUNIC-12al23g858d.pdf;172882_CIMUNIC-12al23g858dAM.pdf;""
G961;POZZOLO FORMIGARO;22;18/05/2023;09/06/2023;AL;Piemonte;171973_CIMUNIC-12al23g961d.pdf;171973_CIMUNIC-12al23g961dAM.pdf;""
L633;VALMACCA;17;26/05/2023;17/07/2023;AL;Piemonte;172919_CIMUNIC-12al23l633d.pdf;172919_CIMUNIC-12al23l633dAM.pdf;""
M434;MORANSENGO-TONENGO;7;29/03/2023;19/09/2023;AT;Piemonte;171695_CIMUNIC-12at23m434d.pdf;171695_CIMUNIC-12at23m434dAM.pdf;""
L984;VILLANOVA D'ASTI;24;27/07/2023;31/07/2023;AT;Piemonte;173600_CIMUNIC-12at23l984d.pdf;173600_CIMUNIC-12at23l984dAM.pdf;""
B586;CANDELO;31;26/04/2023;26/09/2023;BI;Piemonte;175166_CIMUNIC-12bi23b586d.pdf;175166_CIMUNIC-12bi23b586dAM.pdf;""
C363;CAVAGLIA';16;19/04/2023;27/04/2023;BI;Piemonte;169516_CIMUNIC-12bi23c363d.pdf;169516_CIMUNIC-12bi23c363dAM.pdf;""
I847;SORDEVOLO;7;31/05/2023;17/07/2023;BI;Piemonte;172996_CIMUNIC-12bi23i847d.pdf;172996_CIMUNIC-12bi23i847dAM.pdf;""
L785;VERRONE;19;29/04/2023;15/06/2023;BI;Piemonte;172172_CIMUNIC-12bi23l785d.pdf;172172_CIMUNIC-12bi23l785dAM.pdf;""
L880;VIGLIANO BIELLESE;13;26/04/2023;07/06/2023;BI;Piemonte;171749_CIMUNIC-12bi23l880d.pdf;171749_CIMUNIC-12bi23l880dAM.pdf;""
M098;VIVERONE;13;27/06/2023;11/10/2023;BI;Piemonte;176201_CIMUNIC-12bi23m098d.pdf;176201_CIMUNIC-12bi23m098dAM.pdf;""
A735;BEINETTE;12;26/04/2023;12/06/2023;CN;Piemonte;171956_CIMUNIC-12cn23a735d.pdf;171956_CIMUNIC-12cn23a735dAM.pdf;""
C681;CIGLIE';16;30/05/2023;04/09/2023;CN;Piemonte;174132_CIMUNIC-12cn23c681d.pdf;174132_CIMUNIC-12cn23c681dAM.pdf;""
E597;LIMONE PIEMONTE;11;19/04/2023;10/05/2023;CN;Piemonte;170100_CIMUNIC-12cn23e597d.pdf;170100_CIMUNIC-12cn23e597dAM.pdf;""
E939;MARENE;18;26/07/2023;25/08/2023;CN;Piemonte;173943_CIMUNIC-12cn23e939d.pdf;173943_CIMUNIC-12cn23e939dAM.pdf;""
F351;MONDOVI';10;31/03/2023;28/04/2023;CN;Piemonte;169118_CIMUNIC-12cn23f351d.pdf;169118_CIMUNIC-12cn23f351dAM.pdf;""
F846;NARZOLE;35;21/12/2022;25/01/2023;CN;Piemonte;166148_CIMUNIC-12cn23f846d.pdf;166148_CIMUNIC-12cn23f846dAM.pdf;""
G302;PAMPARATO;CC 11;11/05/2023;13/10/2023;CN;Piemonte;176400_CIMUNIC-12cn23g302d.pdf;176400_CIMUNIC-12cn23g302dAM.pdf;""
I367;SANTO STEFANO BELBO;19;03/07/2023;17/07/2023;CN;Piemonte;;173228_CIMUNIC-12cn23i367dAM.pdf;""
I470;SAVIGLIANO;8;27/04/2023;30/08/2023;CN;Piemonte;174306_CIMUNIC-12cn23i470d.pdf;174306_CIMUNIC-12cn23i470dAM.pdf;""
A264;AMENO;13;28/04/2023;09/10/2023;NO;Piemonte;175994_CIMUNIC-12no23a264d.pdf;175994_CIMUNIC-12no23a264dAM.pdf;""
B016;BORGOLAVEZZARO;12;10/07/2020;28/09/2023;NO;Piemonte;175183_CIMUNIC-12no23b016d.pdf;175183_CIMUNIC-12no23b016dAM.pdf;""
B176;BRIGA NOVARESE;17;26/04/2023;25/08/2023;NO;Piemonte;174208_CIMUNIC-12no23b176d.pdf;174208_CIMUNIC-12no23b176dAM.pdf;""
C166;CASTELLETTO SOPRA TICINO;9;20/03/2023;19/09/2023;NO;Piemonte;174949_CIMUNIC-12no23c166d.pdf;174949_CIMUNIC-12no23c166dAM.pdf;""
D921;GARGALLO;22;24/04/2023;18/05/2023;NO;Piemonte;170708_CIMUNIC-12no23d921d.pdf;170708_CIMUNIC-12no23d921dAM.pdf;""
E001;GHEMME;17;27/04/2023;25/09/2023;NO;Piemonte;175075_CIMUNIC-12no23e001d.pdf;175075_CIMUNIC-12no23e001dAM.pdf;""
E177;GRIGNASCO;14;03/04/2023;30/08/2023;NO;Piemonte;174045_CIMUNIC-12no23e177d.pdf;174045_CIMUNIC-12no23e177dAM.pdf;""
E907;MARANO TICINO;4;28/04/2023;29/05/2023;NO;Piemonte;;170799_CIMUNIC-12no23e907dAM.pdf;""
F191;MIASINO;16;27/04/2023;12/10/2023;NO;Piemonte;176108_CIMUNIC-12no23f191d.pdf;176108_CIMUNIC-12no23f191dAM.pdf;""
F952;NOVARA;21;06/04/2023;04/05/2023;NO;Piemonte;169546_CIMUNIC-12no23f952d.pdf;169546_CIMUNIC-12no23f952dAM.pdf;""
G019;OLEGGIO;10;20/04/2023;08/05/2023;NO;Piemonte;169947_CIMUNIC-12no23g019d.pdf;169947_CIMUNIC-12no23g019dAM.pdf;""
G134;ORTA SAN GIULIO;13;28/04/2023;09/10/2023;NO;Piemonte;175883_CIMUNIC-12no23g134d.pdf;175883_CIMUNIC-12no23g134dAM.pdf;""
H518;ROMENTINO;10;20/04/2023;25/05/2023;NO;Piemonte;171066_CIMUNIC-12no23h518d.pdf;171066_CIMUNIC-12no23h518dAM.pdf;""
L356;TRECATE;18;26/04/2023;09/05/2023;NO;Piemonte;170110_CIMUNIC-12no23l356d.pdf;170110_CIMUNIC-12no23l356dAM.pdf;""
A584;BAIRO;14;26/05/2023;03/07/2023;TO;Piemonte;;172764_CIMUNIC-12to23a584dAM.pdf;""
A734;BEINASCO;6;09/02/2023;10/08/2023;TO;Piemonte;173808_CIMUNIC-12to23a734d.pdf;173808_CIMUNIC-12to23a734dAM.pdf;""
B015;BORGOFRANCO D'IVREA;27;30/05/2023;21/09/2023;TO;Piemonte;175031_CIMUNIC-12to23b015d.pdf;175031_CIMUNIC-12to23b015dAM.pdf;""
B121;BRANDIZZO;11;03/04/2023;20/04/2023;TO;Piemonte;169099_CIMUNIC-12to23b121d.pdf;169099_CIMUNIC-12to23b121dAM.pdf;""
B297;BUSSOLENO;14;20/04/2023;04/05/2023;TO;Piemonte;169857_CIMUNIC-12to23b297d.pdf;169857_CIMUNIC-12to23b297dAM.pdf;""
B350;CAFASSE;3;09/03/2023;16/05/2023;TO;Piemonte;170406_CIMUNIC-12to23b350d.pdf;170406_CIMUNIC-12to23b350dAM.pdf;""
B592;CANDIOLO;28;25/05/2023;15/06/2023;TO;Piemonte;172145_CIMUNIC-12to23b592d.pdf;172145_CIMUNIC-12to23b592dAM.pdf;""
B705;CAPRIE;13;17/04/2023;15/05/2023;TO;Piemonte;170352_CIMUNIC-12to23b705d.pdf;170352_CIMUNIC-12to23b705dAM.pdf;""
B791;CARMAGNOLA;31;31/05/2023;01/09/2023;TO;Piemonte;174127_CIMUNIC-12to23b791d.pdf;174127_CIMUNIC-12to23b791dAM.pdf;""
C627;CHIERI;20;28/02/2023;22/03/2023;TO;Piemonte;168102_CIMUNIC-12to23c627d.pdf;168102_CIMUNIC-12to23c627dAM.pdf;""
C665;CHIVASSO;28;19/04/2023;21/06/2023;TO;Piemonte;172435_CIMUNIC-12to23c665d.pdf;172435_CIMUNIC-12to23c665dAM.pdf;""
C722;CIRIE';14;06/03/2023;26/04/2023;TO;Piemonte;169463_CIMUNIC-12to23c722d.pdf;169463_CIMUNIC-12to23c722dAM.pdf;""
C793;CLAVIERE;8;25/05/2023;03/10/2023;TO;Piemonte;175595_CIMUNIC-12to23c793d.pdf;175595_CIMUNIC-12to23c793dAM.pdf;""
D433;EXILLES;11;20/04/2023;04/08/2023;TO;Piemonte;173761_CIMUNIC-12to23d433d.pdf;173761_CIMUNIC-12to23d433dAM.pdf;""
D725;FORNO CANAVESE;6;21/04/2023;20/09/2023;TO;Piemonte;174995_CIMUNIC-12to23d725d.pdf;174995_CIMUNIC-12to23d725dAM.pdf;""
D931;GARZIGLIANA;9;30/03/2023;02/10/2023;TO;Piemonte;175430_CIMUNIC-12to23d931d.pdf;175430_CIMUNIC-12to23d931dAM.pdf;""
E154;GRAVERE;11;28/04/2023;25/08/2023;TO;Piemonte;173634_CIMUNIC-12to23e154d.pdf;173634_CIMUNIC-12to23e154dAM.pdf;""
F335;MONCALIERI;27;24/03/2023;02/05/2023;TO;Piemonte;169262_CIMUNIC-12to23f335d.pdf;169262_CIMUNIC-12to23f335dAM.pdf;""
G392;PAVONE CANAVESE;14;27/04/2023;16/05/2023;TO;Piemonte;170523_CIMUNIC-12to23g392d.pdf;170523_CIMUNIC-12to23g392dAM.pdf;""
G674;PINEROLO;14;29/03/2023;03/07/2023;TO;Piemonte;172870_CIMUNIC-12to23g674d.pdf;172870_CIMUNIC-12to23g674dAM.pdf;""
G777;POIRINO;5;03/03/2023;05/04/2023;TO;Piemonte;168510_CIMUNIC-12to23g777d.pdf;168510_CIMUNIC-12to23g777dAM.pdf;""
G973;PRAGELATO;11;24/05/2023;04/10/2023;TO;Piemonte;175612_CIMUNIC-12to23g973d.pdf;175612_CIMUNIC-12to23g973dAM.pdf;""
H340;RIVAROLO CANAVESE;20;30/05/2023;31/07/2023;TO;Piemonte;173433_CIMUNIC-12to23h340d.pdf;173433_CIMUNIC-12to23h340dAM.pdf;""
H355;RIVOLI;13;27/02/2023;16/03/2023;TO;Piemonte;167842_CIMUNIC-12to23h355d.pdf;167842_CIMUNIC-12to23h355dAM.pdf;""
H511;ROMANO CANAVESE;17;11/05/2023;15/05/2023;TO;Piemonte;170489_CIMUNIC-12to23h511d.pdf;170489_CIMUNIC-12to23h511dAM.pdf;""
H684;SALBERTRAND;12;29/04/2023;07/08/2023;TO;Piemonte;173757_CIMUNIC-12to23h684d.pdf;173757_CIMUNIC-12to23h684dAM.pdf;""
H753;SAMONE;17;26/04/2023;05/05/2023;TO;Piemonte;169934_CIMUNIC-12to23h753d.pdf;169934_CIMUNIC-12to23h753dAM.pdf;""
I137;SAN RAFFAELE CIMENA;18;26/04/2023;04/09/2023;TO;Piemonte;174387_CIMUNIC-12to23i137d.pdf;174387_CIMUNIC-12to23i137dAM.pdf;""
I465;SAUZE DI CESANA;10;29/05/2023;04/10/2023;TO;Piemonte;175616_CIMUNIC-12to23i465d.pdf;175616_CIMUNIC-12to23i465dAM.pdf;""
I466;SAUZE D'OULX;9;31/05/2023;04/10/2023;TO;Piemonte;175617_CIMUNIC-12to23i466d.pdf;175617_CIMUNIC-12to23i466dAM.pdf;""
I703;SETTIMO TORINESE;39;27/04/2023;29/05/2023;TO;Piemonte;170946_CIMUNIC-12to23i703d.pdf;170946_CIMUNIC-12to23i703dAM.pdf;""
L219;TORINO;190;17/04/2023;26/04/2023;TO;Piemonte;169474_CIMUNIC-12to23l219d.pdf;169474_CIMUNIC-12to23l219dAM.pdf;""
L340;TRAVES;1;28/10/2023;31/10/2023;TO;Piemonte;176926_CIMUNIC-12to23l340d.pdf;176926_CIMUNIC-12to23l340dAM.pdf;"EFFICACE EX ART.  1, COMMA 72, L. n. 213/2023"
L538;VAIE;C.C. N. 6;27/03/2023;24/08/2023;TO;Piemonte;174192_CIMUNIC-12to23l538d.pdf;174192_CIMUNIC-12to23l538dAM.pdf;""
M415;VALCHIUSA;11;31/05/2023;08/09/2023;TO;Piemonte;174557_CIMUNIC-12to23m415d.pdf;174557_CIMUNIC-12to23m415dAM.pdf;""
D374;DRUOGNO;24;23/10/2023;16/11/2023;VB;Piemonte;177383_CIMUNIC-12vb23d374d.pdf;177383_CIMUNIC-12vb23d374dAM.pdf;""
E003;GHIFFA;4;22/03/2023;17/04/2023;VB;Piemonte;168466_CIMUNIC-12vb23e003d.pdf;168466_CIMUNIC-12vb23e003dAM.pdf;""
G600;PIEDIMULERA;37;29/11/2022;01/06/2023;VB;Piemonte;;171515_CIMUNIC-12vb23g600dAM.pdf;"IMU - VALORI AREE FABBRICABILI"
G658;PIEVE VERGONTE;11;28/04/2023;30/05/2023;VB;Piemonte;171335_CIMUNIC-12vb23g658d.pdf;171335_CIMUNIC-12vb23g658dAM.pdf;""
I976;STRESA;30;27/04/2023;12/10/2023;VB;Piemonte;176284_CIMUNIC-12vb23i976d.pdf;176284_CIMUNIC-12vb23i976dAM.pdf;""
A847;BIANZE';38;22/12/2022;14/06/2023;VC;Piemonte;172099_CIMUNIC-12vc23a847d.pdf;172099_CIMUNIC-12vc23a847dAM.pdf;""
B009;BORGO D'ALE;10;29/05/2023;23/02/2024;VC;Piemonte;181506_CIMUNIC-12vc23b009d.pdf;181506_CIMUNIC-12vc23b009dAM.pdf;""
A225;ALTAMURA;99;04/05/2023;09/05/2023;BA;Puglia;170129_CIMUNIC-13ba23a225d.pdf;170129_CIMUNIC-13ba23a225dAM.pdf;""
A893;BITONTO;73;27/04/2023;05/07/2023;BA;Puglia;172659_CIMUNIC-13ba23a893d.pdf;172659_CIMUNIC-13ba23a893dAM.pdf;""
C983;CORATO;30;30/05/2023;03/07/2023;BA;Puglia;172787_CIMUNIC-13ba23c983d.pdf;172787_CIMUNIC-13ba23c983dAM.pdf;""
E047;GIOVINAZZO;52;31/08/2023;17/01/2024;BA;Puglia;179354_CIMUNIC-13ba23e047d.pdf;179354_CIMUNIC-13ba23e047dAM.pdf;""
F376;MONOPOLI;67;20/12/2022;26/09/2023;BA;Puglia;175204_CIMUNIC-13ba23f376d.pdf;175204_CIMUNIC-13ba23f376dAM.pdf;""
G787;POLIGNANO A MARE;18;30/05/2023;17/07/2023;BA;Puglia;173227_CIMUNIC-13ba23g787d.pdf;173227_CIMUNIC-13ba23g787dAM.pdf;""
I330;SANTERAMO IN COLLE;29;28/04/2023;10/07/2023;BA;Puglia;172167_CIMUNIC-13ba23i330d.pdf;172167_CIMUNIC-13ba23i330dAM.pdf;""
L472;TURI;15;26/04/2023;03/07/2023;BA;Puglia;172863_CIMUNIC-13ba23l472d.pdf;172863_CIMUNIC-13ba23l472dAM.pdf;""
L571;VALENZANO;4;03/04/2023;07/04/2023;BA;Puglia;168724_CIMUNIC-13ba23l571d.pdf;168724_CIMUNIC-13ba23l571dAM.pdf;""
C741;CISTERNINO;5;29/03/2023;05/04/2023;BR;Puglia;168629_CIMUNIC-13br23c741d.pdf;168629_CIMUNIC-13br23c741dAM.pdf;""
A285;ANDRIA;27;29/05/2023;03/08/2023;BT;Puglia;173707_CIMUNIC-13bt23a285d.pdf;173707_CIMUNIC-13bt23a285dAM.pdf;""
A669;BARLETTA;33;28/04/2023;25/07/2023;BT;Puglia;173412_CIMUNIC-13bt23a669d.pdf;173412_CIMUNIC-13bt23a669dAM.pdf;""
F220;MINERVINO MURGE;6;27/04/2023;21/06/2023;BT;Puglia;;172438_CIMUNIC-13bt23f220dAM.pdf;""
L328;TRANI;25;18/04/2023;11/05/2023;BT;Puglia;170241_CIMUNIC-13bt23l328d.pdf;170241_CIMUNIC-13bt23l328dAM.pdf;""
B584;CANDELA;16;30/05/2023;07/07/2023;FG;Puglia;;172988_CIMUNIC-13fg23b584dAM.pdf;""
C514;CERIGNOLA;21;30/03/2023;28/04/2023;FG;Puglia;169541_CIMUNIC-13fg23c514d.pdf;169541_CIMUNIC-13fg23c514dAM.pdf;""
D643;FOGGIA;38;13/04/2023;17/04/2023;FG;Puglia;;169089_CIMUNIC-13fg23d643dAM.pdf;""
D643;FOGGIA;36;30/03/2023;17/04/2023;FG;Puglia;;169069_CIMUNIC-13fg23d643dAM.pdf;""
D643;FOGGIA;35;30/03/2023;17/04/2023;FG;Puglia;;169068_CIMUNIC-13fg23d643dAM.pdf;""
E716;LUCERA;16;29/04/2023;01/06/2023;FG;Puglia;171260_CIMUNIC-13fg23e716d.pdf;171260_CIMUNIC-13fg23e716dAM.pdf;""
A350;ARADEO;19;18/04/2023;09/05/2023;LE;Puglia;169818_CIMUNIC-13le23a350d.pdf;169818_CIMUNIC-13le23a350dAM.pdf;""
B413;CALIMERA;13;31/05/2023;11/08/2023;LE;Puglia;173914_CIMUNIC-13le23b413d.pdf;173914_CIMUNIC-13le23b413dAM.pdf;""
D044;CORSANO;9;29/05/2023;20/06/2023;LE;Puglia;172216_CIMUNIC-13le23d044d.pdf;172216_CIMUNIC-13le23d044dAM.pdf;""
D863;GALATONE;9;23/03/2023;29/03/2023;LE;Puglia;168319_CIMUNIC-13le23d863d.pdf;168319_CIMUNIC-13le23d863dAM.pdf;""
E506;LECCE;42;23/05/2023;16/08/2023;LE;Puglia;173586_CIMUNIC-13le23e506d.pdf;173586_CIMUNIC-13le23e506dAM.pdf;""
F054;MATINO;33;30/05/2023;16/08/2023;LE;Puglia;173543_CIMUNIC-13le23f054d.pdf;173543_CIMUNIC-13le23f054dAM.pdf;""
E036;GINOSA;26;30/03/2023;13/04/2023;TA;Puglia;168902_CIMUNIC-13ta23e036d.pdf;168902_CIMUNIC-13ta23e036dAM.pdf;""
A474;ASSEMINI;58;14/12/2022;06/06/2023;CA;Sardegna;171454_CIMUNIC-14ca23a474d.pdf;171454_CIMUNIC-14ca23a474dAM.pdf;""
B675;CAPOTERRA;21;14/03/2023;05/04/2023;CA;Sardegna;168569_CIMUNIC-14ca23b675d.pdf;168569_CIMUNIC-14ca23b675dAM.pdf;""
D859;GAIRO;28;31/05/2023;09/10/2023;NU;Sardegna;175957_CIMUNIC-14nu23d859d.pdf;175957_CIMUNIC-14nu23d859dAM.pdf;""
E049;GIRASOLE;8;24/05/2023;21/09/2023;NU;Sardegna;174987_CIMUNIC-14nu23e049d.pdf;174987_CIMUNIC-14nu23e049dAM.pdf;""
E387;JERZU;2;22/05/2023;14/07/2023;NU;Sardegna;172624_CIMUNIC-14nu23e387d.pdf;172624_CIMUNIC-14nu23e387dAM.pdf;""
F979;NUORO;22;31/07/2023;02/10/2023;NU;Sardegna;174896_CIMUNIC-14nu23f979d.pdf;174896_CIMUNIC-14nu23f979dAM.pdf;""
G044;OLLOLAI;3;05/05/2023;11/10/2023;NU;Sardegna;176071_CIMUNIC-14nu23g044d.pdf;176071_CIMUNIC-14nu23g044dAM.pdf;""
D200;CUGLIERI;6;28/04/2023;01/09/2023;OR;Sardegna;;174032_CIMUNIC-14or23d200dAM.pdf;""
E972;MARRUBIU;12;15/05/2023;05/07/2023;OR;Sardegna;172235_CIMUNIC-14or23e972d.pdf;172235_CIMUNIC-14or23e972dAM.pdf;""
G113;ORISTANO;20;09/05/2023;17/10/2023;OR;Sardegna;176005_CIMUNIC-14or23g113d.pdf;176005_CIMUNIC-14or23g113dAM.pdf;""
G384;PAULILATINO;10;20/03/2023;13/10/2023;OR;Sardegna;;176484_CIMUNIC-14or23g384dAM.pdf;""
I605;SENEGHE;10;11/04/2023;09/05/2023;OR;Sardegna;170159_CIMUNIC-14or23i605d.pdf;170159_CIMUNIC-14or23i605dAM.pdf;""
L393;TRESNURAGHES;8;27/04/2023;12/05/2023;OR;Sardegna;170367_CIMUNIC-14or23l393d.pdf;170367_CIMUNIC-14or23l393dAM.pdf;""
B094;BOTTIDDA;3;13/04/2023;19/04/2023;SS;Sardegna;169090_CIMUNIC-14ss23b094d.pdf;169090_CIMUNIC-14ss23b094dAM.pdf;""
E285;ILLORAI;19;31/07/2023;14/10/2024;SS;Sardegna;188820_CIMUNIC-14ss23e285d.pdf;188820_CIMUNIC-14ss23e285dAM.pdf;"INEFFICACE PER IL 2023 - PUBBLICATA OLTRE IL 28/10/23"
F667;MONTI;23;28/04/2023;04/05/2023;SS;Sardegna;169679_CIMUNIC-14ss23f667d.pdf;169679_CIMUNIC-14ss23f667dAM.pdf;""
F975;NUGHEDU SAN NICOLO';3;24/03/2023;17/04/2023;SS;Sardegna;168352_CIMUNIC-14ss23f975d.pdf;168352_CIMUNIC-14ss23f975dAM.pdf;""
F976;NULE;15;28/04/2023;18/09/2023;SS;Sardegna;174657_CIMUNIC-14ss23f976d.pdf;174657_CIMUNIC-14ss23f976dAM.pdf;""
G203;OZIERI;17;26/06/2023;09/10/2023;SS;Sardegna;175944_CIMUNIC-14ss23g203d.pdf;175944_CIMUNIC-14ss23g203dAM.pdf;""
I329;SAN TEODORO;14;31/05/2023;04/10/2023;SS;Sardegna;175688_CIMUNIC-14ss23i329d.pdf;175688_CIMUNIC-14ss23i329dAM.pdf;""
I312;SANTA TERESA GALLURA;12;28/04/2023;08/05/2023;SS;Sardegna;170024_CIMUNIC-14ss23i312d.pdf;170024_CIMUNIC-14ss23i312dAM.pdf;""
I452;SASSARI;22;20/04/2023;21/06/2023;SS;Sardegna;172382_CIMUNIC-14ss23i452d.pdf;172382_CIMUNIC-14ss23i452dAM.pdf;""
M288;CASTIADAS;30;31/05/2023;12/06/2023;SU;Sardegna;171930_CIMUNIC-14su23m288d.pdf;171930_CIMUNIC-14su23m288dAM.pdf;""
D968;GENONI;23;23/05/2023;24/07/2023;SU;Sardegna;172906_CIMUNIC-14su23d968d.pdf;172906_CIMUNIC-14su23d968dAM.pdf;""
F808;MURAVERA;15;24/04/2023;04/10/2023;SU;Sardegna;175571_CIMUNIC-14su23f808d.pdf;175571_CIMUNIC-14su23f808dAM.pdf;""
G122;ORROLI;19;24/05/2023;10/10/2024;SU;Sardegna;188576_CIMUNIC-14su23g122d.pdf;188576_CIMUNIC-14su23g122dAM.pdf;""
I995;SUELLI;10;14/05/2022;12/10/2023;SU;Sardegna;176333_CIMUNIC-14su23i995d.pdf;176333_CIMUNIC-14su23i995dAM.pdf;""
E953;MARIANOPOLI;20;14/07/2023;14/11/2023;CL;Sicilia;176822_CIMUNIC-15cl23e953d.pdf;176822_CIMUNIC-15cl23e953dAM.pdf;""
E953;MARIANOPOLI;20;14/07/2023;25/08/2023;CL;Sicilia;173635_CIMUNIC-15cl23e953d.pdf;173635_CIMUNIC-15cl23e953dAM.pdf;""
B202;BRONTE;23;31/05/2023;12/06/2023;CT;Sicilia;171846_CIMUNIC-15ct23b202d.pdf;171846_CIMUNIC-15ct23b202dAM.pdf;""
F231;MIRABELLA IMBACCARI;25;28/07/2023;06/10/2023;CT;Sicilia;175815_CIMUNIC-15ct23f231d.pdf;175815_CIMUNIC-15ct23f231dAM.pdf;""
H168;RAMACCA;22;31/05/2023;31/07/2023;CT;Sicilia;173423_CIMUNIC-15ct23h168d.pdf;173423_CIMUNIC-15ct23h168dAM.pdf;""
L950;VILLAFRANCA TIRRENA;41;29/05/2023;22/06/2023;ME;Sicilia;172457_CIMUNIC-15me23l950d.pdf;172457_CIMUNIC-15me23l950dAM.pdf;""
A203;ALIMINUSA;7;08/05/2023;09/10/2023;PA;Sicilia;175856_CIMUNIC-15pa23a203d.pdf;175856_CIMUNIC-15pa23a203dAM.pdf;""
B532;CAMPOFELICE DI ROCCELLA;26;16/05/2023;02/01/2024;PA;Sicilia;178487_CIMUNIC-15pa23b532d.pdf;178487_CIMUNIC-15pa23b532dAM.pdf;"COMUNE CON DELIBERA DI PREDISSESTO"
C420;CEFALA' DIANA;32;27/07/2023;01/08/2023;PA;Sicilia;173610_CIMUNIC-15pa23c420d.pdf;173610_CIMUNIC-15pa23c420dAM.pdf;""
C871;COLLESANO;17;17/05/2023;23/06/2023;PA;Sicilia;172541_CIMUNIC-15pa23c871d.pdf;172541_CIMUNIC-15pa23c871dAM.pdf;""
F246;MISILMERI;31;29/05/2023;24/07/2023;PA;Sicilia;172668_CIMUNIC-15pa23f246d.pdf;172668_CIMUNIC-15pa23f246dAM.pdf;""
G792;POLIZZI GENEROSA;52;31/05/2023;14/09/2023;PA;Sicilia;174711_CIMUNIC-15pa23g792d.pdf;174711_CIMUNIC-15pa23g792dAM.pdf;""
H797;SAN CIPIRELLO;19;09/05/2023;15/06/2023;PA;Sicilia;172166_CIMUNIC-15pa23h797d.pdf;172166_CIMUNIC-15pa23h797dAM.pdf;""
C612;CHIARAMONTE GULFI;68;09/10/2023;30/10/2023;RG;Sicilia;176713_CIMUNIC-15rg23c612d.pdf;176713_CIMUNIC-15rg23c612dAM.pdf;"COMUNE CON DELIBERA DI DISSESTO"
G319;VALDERICE;25;29/09/2020;31/10/2023;TP;Sicilia;176747_CIMUNIC-15tp23g319d.pdf;176747_CIMUNIC-15tp23g319dAM.pdf;""
B243;BUCINE;12;23/03/2023;31/03/2023;AR;Toscana;168451_CIMUNIC-16ar23b243d.pdf;168451_CIMUNIC-16ar23b243dAM.pdf;""
M322;CASTELFRANCO PIANDISCO';29;28/04/2023;17/05/2023;AR;Toscana;170551_CIMUNIC-16ar23m322d.pdf;170551_CIMUNIC-16ar23m322dAM.pdf;""
C407;CAVRIGLIA;18;27/07/2023;26/09/2023;AR;Toscana;175250_CIMUNIC-16ar23c407d.pdf;175250_CIMUNIC-16ar23c407dAM.pdf;""
M392;LATERINA PERGINE VALDARNO;19;28/03/2023;13/06/2023;AR;Toscana;171931_CIMUNIC-16ar23m392d.pdf;171931_CIMUNIC-16ar23m392dAM.pdf;""
F628;MONTE SAN SAVINO;33;28/04/2023;13/09/2023;AR;Toscana;174689_CIMUNIC-16ar23f628d.pdf;174689_CIMUNIC-16ar23f628dAM.pdf;""
H901;SAN GIOVANNI VALDARNO;11;07/03/2023;05/04/2023;AR;Toscana;168435_CIMUNIC-16ar23h901d.pdf;168435_CIMUNIC-16ar23h901dAM.pdf;""
B406;CALENZANO;56;27/04/2023;08/05/2023;FI;Toscana;169864_CIMUNIC-16fi23b406d.pdf;169864_CIMUNIC-16fi23b406dAM.pdf;""
